age,race,gender,education,occupation,decision
39,White,Male,Prof-school,Prof-specialty,1
29,White,Male,HS-grad,Craft-repair,0
34,White,Male,Some-college,Tech-support,0
52,White,Female,Bachelors,Exec-managerial,0
35,White,Male,HS-grad,Sales,0
33,White,Male,10th,Craft-repair,0
40,White,Female,9th,?,0
43,Asian-Pac-Islander,Male,Bachelors,Exec-managerial,1
66,Black,Male,1st-4th,?,0
51,White,Male,Bachelors,Exec-managerial,1
36,White,Female,HS-grad,Other-service,0
17,White,Female,11th,Prof-specialty,0
32,White,Male,HS-grad,Craft-repair,0
39,Black,Female,HS-grad,Machine-op-inspct,0
19,White,Male,Some-college,Farming-fishing,0
54,White,Male,11th,Adm-clerical,1
45,White,Male,Bachelors,Prof-specialty,1
47,Black,Female,Bachelors,Prof-specialty,0
49,White,Male,HS-grad,Farming-fishing,0
32,White,Female,HS-grad,Adm-clerical,0
28,White,Male,HS-grad,Craft-repair,0
39,White,Male,Bachelors,Sales,0
27,White,Male,HS-grad,Sales,0
42,White,Female,Masters,Prof-specialty,1
24,White,Male,Bachelors,Prof-specialty,0
45,White,Male,Bachelors,Craft-repair,1
19,White,Male,HS-grad,Other-service,0
46,White,Male,10th,Transport-moving,1
50,White,Male,HS-grad,Transport-moving,0
32,White,Female,HS-grad,Adm-clerical,0
47,White,Male,Prof-school,Prof-specialty,1
69,White,Male,Bachelors,?,1
43,White,Male,HS-grad,Farming-fishing,0
29,White,Male,Bachelors,Craft-repair,0
43,Asian-Pac-Islander,Male,Prof-school,Prof-specialty,1
90,White,Female,Bachelors,Prof-specialty,0
41,White,Female,Prof-school,Exec-managerial,1
24,White,Male,Preschool,Farming-fishing,0
24,White,Male,Some-college,Farming-fishing,0
24,White,Female,Some-college,Other-service,0
35,White,Female,HS-grad,Adm-clerical,1
30,White,Male,Bachelors,Adm-clerical,0
46,White,Female,Bachelors,Exec-managerial,0
19,White,Female,Some-college,Adm-clerical,0
39,White,Male,9th,Craft-repair,0
43,White,Male,HS-grad,Transport-moving,0
35,White,Female,HS-grad,Adm-clerical,0
65,White,Female,HS-grad,Sales,0
34,White,Male,HS-grad,Craft-repair,0
41,White,Male,Assoc-voc,Sales,0
24,White,Male,Some-college,Farming-fishing,0
24,Amer-Indian-Eskimo,Male,HS-grad,Other-service,0
34,White,Female,Masters,Exec-managerial,1
33,White,Male,HS-grad,Sales,1
37,White,Male,HS-grad,Machine-op-inspct,0
39,White,Male,HS-grad,Transport-moving,1
58,White,Female,HS-grad,Other-service,0
36,White,Male,HS-grad,Craft-repair,0
33,White,Female,Some-college,Tech-support,0
42,White,Male,Masters,Prof-specialty,0
31,Black,Male,Some-college,Protective-serv,0
57,White,Male,HS-grad,Craft-repair,0
67,White,Male,HS-grad,Tech-support,1
23,White,Male,HS-grad,Craft-repair,0
35,Amer-Indian-Eskimo,Male,Some-college,Prof-specialty,0
43,White,Male,Bachelors,Prof-specialty,1
39,White,Male,Some-college,Farming-fishing,0
36,White,Male,HS-grad,Craft-repair,0
29,White,Female,Assoc-acdm,Other-service,0
25,White,Male,HS-grad,Handlers-cleaners,0
54,Black,Male,10th,Transport-moving,1
24,White,Male,HS-grad,Craft-repair,0
50,Asian-Pac-Islander,Male,Bachelors,Sales,1
70,White,Male,10th,Machine-op-inspct,0
61,Black,Male,Bachelors,Sales,1
51,White,Male,Bachelors,Exec-managerial,0
38,White,Male,Masters,Farming-fishing,0
51,White,Female,HS-grad,Prof-specialty,1
28,White,Male,HS-grad,Other-service,0
66,White,Male,Prof-school,Prof-specialty,1
57,White,Male,HS-grad,Farming-fishing,1
44,Asian-Pac-Islander,Male,Bachelors,Sales,1
29,White,Female,Some-college,Adm-clerical,0
21,Black,Female,Some-college,Sales,0
42,Other,Male,10th,Craft-repair,1
74,White,Male,Prof-school,Prof-specialty,1
50,White,Female,Some-college,Sales,0
65,White,Female,HS-grad,Other-service,0
64,White,Female,HS-grad,?,0
44,Black,Female,11th,Other-service,0
34,White,Male,Assoc-voc,Prof-specialty,1
17,White,Male,10th,Other-service,0
17,White,Female,10th,?,0
43,White,Male,Some-college,Transport-moving,0
32,White,Female,Assoc-acdm,Adm-clerical,0
54,White,Male,Bachelors,Sales,1
20,White,Female,Some-college,Adm-clerical,0
23,White,Male,Some-college,Prof-specialty,0
34,White,Male,HS-grad,Other-service,0
30,White,Male,Some-college,Sales,0
32,White,Male,7th-8th,Machine-op-inspct,0
40,White,Male,Bachelors,Prof-specialty,1
28,Black,Male,Some-college,Craft-repair,0
44,White,Male,HS-grad,Craft-repair,1
29,White,Female,Assoc-voc,Tech-support,1
28,White,Male,Doctorate,Prof-specialty,0
37,White,Male,Some-college,Exec-managerial,0
56,White,Male,Some-college,Craft-repair,0
27,White,Male,Bachelors,Prof-specialty,0
34,White,Female,HS-grad,Machine-op-inspct,0
37,White,Male,HS-grad,Craft-repair,0
66,White,Male,Bachelors,Sales,1
19,White,Male,HS-grad,Prof-specialty,0
60,White,Female,Assoc-voc,Prof-specialty,0
54,White,Male,Some-college,Transport-moving,0
47,White,Male,HS-grad,Craft-repair,1
47,White,Male,Some-college,Prof-specialty,1
48,White,Male,Assoc-voc,Craft-repair,0
57,White,Male,HS-grad,?,0
50,White,Male,Some-college,Exec-managerial,1
62,Black,Female,9th,Other-service,0
45,White,Male,Some-college,Other-service,0
55,White,Male,HS-grad,Handlers-cleaners,0
62,White,Female,HS-grad,Sales,0
25,White,Male,10th,Machine-op-inspct,0
49,White,Female,11th,Exec-managerial,0
32,Black,Female,Some-college,Protective-serv,0
25,Amer-Indian-Eskimo,Male,HS-grad,Handlers-cleaners,0
39,White,Male,Some-college,Machine-op-inspct,0
27,White,Male,Some-college,Exec-managerial,0
43,Black,Male,HS-grad,Other-service,1
30,Asian-Pac-Islander,Female,HS-grad,Other-service,0
21,White,Female,Some-college,Sales,0
33,White,Female,Prof-school,Exec-managerial,1
33,White,Male,Some-college,Adm-clerical,0
33,Black,Female,11th,Adm-clerical,0
70,White,Female,7th-8th,Other-service,0
25,Black,Male,Some-college,Other-service,0
17,White,Male,11th,Other-service,0
20,White,Male,Some-college,Farming-fishing,0
19,Black,Male,Some-college,Other-service,0
71,White,Male,Some-college,Exec-managerial,1
31,White,Male,Assoc-acdm,Exec-managerial,0
26,White,Male,Bachelors,Sales,0
52,White,Male,Masters,Exec-managerial,0
26,White,Female,Bachelors,Exec-managerial,0
38,White,Male,HS-grad,Machine-op-inspct,0
25,White,Male,Some-college,Other-service,0
22,White,Female,Bachelors,Prof-specialty,0
48,White,Male,Some-college,Protective-serv,1
53,White,Male,HS-grad,Craft-repair,1
30,White,Male,Assoc-acdm,Craft-repair,0
44,White,Male,Some-college,Craft-repair,1
32,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,1
59,White,Male,11th,Craft-repair,0
49,Black,Female,Some-college,Handlers-cleaners,0
65,Amer-Indian-Eskimo,Male,HS-grad,?,0
31,White,Male,HS-grad,Craft-repair,1
53,Other,Male,5th-6th,Craft-repair,1
44,White,Male,9th,Machine-op-inspct,0
36,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,1
36,White,Female,HS-grad,Sales,0
37,White,Male,9th,Machine-op-inspct,1
63,White,Male,Bachelors,?,1
67,White,Female,HS-grad,Prof-specialty,1
29,Black,Male,Bachelors,Sales,0
52,White,Male,HS-grad,Sales,0
37,White,Male,HS-grad,Craft-repair,0
21,White,Female,Some-college,Other-service,0
36,Black,Female,Some-college,Exec-managerial,0
24,Black,Female,HS-grad,Machine-op-inspct,0
31,Black,Male,HS-grad,Exec-managerial,0
54,White,Female,HS-grad,Adm-clerical,0
44,White,Male,Bachelors,Tech-support,0
18,Other,Male,Some-college,Handlers-cleaners,0
41,White,Female,HS-grad,Transport-moving,0
37,White,Female,Masters,Exec-managerial,0
30,Black,Male,HS-grad,Other-service,0
26,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,0
68,White,Male,Doctorate,Prof-specialty,0
31,White,Male,Some-college,Sales,0
48,White,Male,HS-grad,Craft-repair,0
80,White,Male,HS-grad,?,0
26,Black,Male,Some-college,Machine-op-inspct,0
63,White,Male,9th,Transport-moving,0
19,White,Male,Some-college,Machine-op-inspct,0
30,White,Female,Some-college,?,0
42,White,Male,HS-grad,Sales,0
64,Asian-Pac-Islander,Male,Assoc-acdm,Other-service,1
32,White,Male,Bachelors,Transport-moving,0
50,White,Male,HS-grad,Craft-repair,0
73,Asian-Pac-Islander,Male,HS-grad,Farming-fishing,0
32,Black,Female,Bachelors,Prof-specialty,0
53,White,Male,Some-college,Transport-moving,1
58,White,Male,Bachelors,Sales,0
37,White,Male,Some-college,Craft-repair,1
24,White,Male,Some-college,Craft-repair,0
53,White,Male,Bachelors,Exec-managerial,1
23,Other,Female,Some-college,Exec-managerial,0
42,White,Female,Assoc-acdm,?,0
30,White,Female,HS-grad,Exec-managerial,0
38,White,Female,Bachelors,Other-service,0
28,White,Male,HS-grad,Craft-repair,0
19,White,Female,12th,Other-service,0
45,Black,Male,HS-grad,Machine-op-inspct,0
26,White,Male,Bachelors,Adm-clerical,0
33,White,Female,9th,Sales,0
29,White,Male,HS-grad,Farming-fishing,0
54,White,Female,Masters,Exec-managerial,1
23,White,Female,Some-college,Exec-managerial,0
43,White,Male,HS-grad,Sales,1
37,White,Female,9th,Priv-house-serv,0
31,White,Male,7th-8th,Other-service,0
56,White,Male,12th,Exec-managerial,0
25,White,Male,11th,Craft-repair,0
17,Black,Female,11th,Other-service,0
37,White,Female,HS-grad,Adm-clerical,0
60,White,Male,Assoc-voc,Tech-support,0
59,White,Female,Bachelors,Exec-managerial,0
59,White,Male,HS-grad,Craft-repair,1
46,White,Male,Prof-school,Prof-specialty,1
28,White,Male,HS-grad,?,0
33,White,Male,HS-grad,?,0
24,White,Male,HS-grad,Craft-repair,0
29,White,Female,HS-grad,Other-service,1
33,White,Female,Assoc-voc,Other-service,0
29,White,Male,HS-grad,?,0
23,White,Male,Some-college,Protective-serv,0
20,White,Male,Some-college,Adm-clerical,0
60,White,Female,HS-grad,Other-service,0
44,Other,Female,10th,Sales,0
18,White,Male,HS-grad,Transport-moving,0
52,Black,Female,12th,Other-service,0
31,White,Male,HS-grad,Craft-repair,0
30,White,Female,Bachelors,Prof-specialty,1
33,White,Male,HS-grad,Handlers-cleaners,0
20,White,Female,Some-college,Other-service,0
27,Black,Female,Bachelors,?,1
33,Black,Female,Assoc-voc,Adm-clerical,0
25,Black,Female,HS-grad,Other-service,0
63,White,Female,HS-grad,Craft-repair,0
63,White,Male,Some-college,Exec-managerial,0
43,White,Female,HS-grad,Sales,0
58,White,Female,11th,Machine-op-inspct,0
70,White,Female,Assoc-voc,?,0
35,White,Female,Assoc-voc,Adm-clerical,1
42,White,Male,Some-college,Exec-managerial,1
20,White,Male,Some-college,Protective-serv,0
35,White,Male,HS-grad,Craft-repair,0
62,White,Male,9th,Exec-managerial,0
41,White,Female,HS-grad,Craft-repair,0
43,White,Female,Bachelors,Prof-specialty,0
19,White,Male,12th,Machine-op-inspct,0
46,White,Female,HS-grad,Adm-clerical,0
47,White,Male,Bachelors,Prof-specialty,1
36,White,Male,Bachelors,Exec-managerial,1
45,Black,Female,Assoc-acdm,Adm-clerical,0
48,White,Male,10th,Craft-repair,0
29,Asian-Pac-Islander,Female,Assoc-acdm,Adm-clerical,0
48,White,Male,Bachelors,Exec-managerial,1
36,Black,Female,HS-grad,Sales,0
58,White,Male,11th,Craft-repair,0
43,Black,Female,HS-grad,Adm-clerical,0
59,White,Male,Bachelors,Craft-repair,0
42,White,Male,Bachelors,Exec-managerial,0
33,White,Male,Assoc-voc,Tech-support,1
23,White,Male,Some-college,Armed-Forces,0
21,White,Male,Some-college,Handlers-cleaners,0
48,Other,Female,5th-6th,Machine-op-inspct,0
32,White,Male,HS-grad,Craft-repair,0
31,White,Male,Some-college,Adm-clerical,1
66,White,Female,Masters,Prof-specialty,0
23,White,Male,Bachelors,Adm-clerical,0
52,White,Female,Some-college,Adm-clerical,1
17,White,Male,11th,Handlers-cleaners,0
35,White,Male,Some-college,Sales,1
39,White,Male,Doctorate,Prof-specialty,1
21,White,Female,Some-college,?,0
24,White,Female,Some-college,Adm-clerical,0
45,Asian-Pac-Islander,Male,HS-grad,Other-service,1
25,White,Male,HS-grad,Craft-repair,0
29,Black,Male,Bachelors,Prof-specialty,0
56,White,Male,Bachelors,Adm-clerical,1
34,White,Male,HS-grad,Farming-fishing,0
64,White,Male,HS-grad,Craft-repair,1
27,White,Male,HS-grad,Adm-clerical,0
47,White,Male,HS-grad,Machine-op-inspct,0
36,White,Male,Bachelors,Tech-support,1
44,White,Male,HS-grad,Machine-op-inspct,0
31,Black,Female,HS-grad,Farming-fishing,0
23,White,Female,HS-grad,Adm-clerical,0
45,White,Male,Some-college,Prof-specialty,1
31,White,Male,HS-grad,Machine-op-inspct,0
45,White,Male,10th,Craft-repair,0
42,Black,Female,HS-grad,Adm-clerical,0
33,White,Male,Assoc-acdm,Prof-specialty,1
33,White,Female,Masters,Prof-specialty,0
30,White,Female,Some-college,Adm-clerical,1
25,White,Male,Some-college,Machine-op-inspct,0
33,White,Female,Masters,Exec-managerial,0
70,White,Male,Masters,Exec-managerial,1
22,White,Male,9th,Transport-moving,0
30,White,Male,Bachelors,Sales,1
46,White,Male,Assoc-acdm,Exec-managerial,1
43,White,Male,12th,Transport-moving,0
37,White,Female,7th-8th,Machine-op-inspct,0
59,White,Male,Some-college,Exec-managerial,1
51,White,Male,HS-grad,Farming-fishing,0
47,Asian-Pac-Islander,Male,Bachelors,Exec-managerial,0
36,White,Male,Some-college,Exec-managerial,0
73,White,Male,5th-6th,Prof-specialty,0
32,White,Female,Masters,Prof-specialty,0
34,White,Male,HS-grad,Sales,0
51,Amer-Indian-Eskimo,Male,HS-grad,Transport-moving,0
20,White,Female,HS-grad,Machine-op-inspct,0
57,Other,Male,Some-college,Other-service,0
19,White,Male,Some-college,Other-service,0
45,White,Male,12th,Sales,1
55,White,Male,10th,Craft-repair,0
60,Amer-Indian-Eskimo,Male,Some-college,Craft-repair,0
19,White,Male,HS-grad,Farming-fishing,0
35,White,Male,HS-grad,Tech-support,0
20,White,Female,HS-grad,Machine-op-inspct,0
34,Black,Male,Bachelors,Prof-specialty,0
26,White,Male,Prof-school,Prof-specialty,1
73,White,Female,Some-college,Tech-support,0
27,White,Male,Masters,Prof-specialty,0
37,White,Male,Assoc-voc,Farming-fishing,0
73,White,Male,HS-grad,Sales,0
46,White,Male,Assoc-voc,Tech-support,1
36,White,Male,HS-grad,Adm-clerical,0
54,White,Male,HS-grad,Farming-fishing,1
49,White,Male,11th,Other-service,0
68,White,Male,HS-grad,Farming-fishing,0
34,White,Male,Bachelors,Exec-managerial,0
30,Black,Male,Assoc-voc,Prof-specialty,0
28,White,Male,Bachelors,Sales,0
28,White,Male,11th,Exec-managerial,1
25,White,Male,Some-college,Other-service,0
26,Asian-Pac-Islander,Male,Some-college,Machine-op-inspct,0
40,White,Male,Some-college,Tech-support,1
32,White,Female,HS-grad,Adm-clerical,0
60,Black,Female,11th,?,0
18,White,Female,12th,Priv-house-serv,0
36,Black,Male,Bachelors,Prof-specialty,0
26,White,Female,Bachelors,Prof-specialty,0
24,White,Female,HS-grad,Prof-specialty,0
90,White,Male,HS-grad,Other-service,0
20,White,Female,Some-college,Adm-clerical,0
27,White,Male,Bachelors,Tech-support,0
58,White,Female,Bachelors,Prof-specialty,0
37,White,Male,Masters,Exec-managerial,1
65,White,Female,HS-grad,?,0
28,White,Male,HS-grad,Exec-managerial,0
36,White,Female,Bachelors,Prof-specialty,0
45,White,Male,HS-grad,Craft-repair,1
23,White,Male,HS-grad,Sales,0
69,White,Male,HS-grad,Exec-managerial,0
58,White,Male,HS-grad,Exec-managerial,0
22,White,Male,HS-grad,Adm-clerical,0
58,White,Male,Bachelors,Farming-fishing,0
53,White,Male,Some-college,Protective-serv,1
44,White,Male,HS-grad,Farming-fishing,0
31,White,Male,10th,Other-service,0
46,Other,Female,Bachelors,Machine-op-inspct,0
48,White,Male,HS-grad,Other-service,0
46,White,Female,Some-college,Adm-clerical,0
43,Black,Female,9th,Machine-op-inspct,0
43,White,Female,Some-college,Adm-clerical,0
17,White,Male,10th,Sales,0
20,White,Male,Some-college,Sales,0
22,White,Female,Some-college,Prof-specialty,0
19,White,Male,Some-college,?,0
35,White,Female,Some-college,Other-service,0
29,White,Male,Bachelors,Tech-support,0
18,White,Female,Some-college,?,0
25,White,Male,HS-grad,Craft-repair,0
54,White,Male,10th,Machine-op-inspct,0
23,White,Female,Some-college,Sales,0
36,Other,Female,5th-6th,Priv-house-serv,0
26,White,Male,HS-grad,Craft-repair,0
25,White,Male,HS-grad,Other-service,0
46,White,Female,9th,Other-service,0
41,White,Female,Some-college,Craft-repair,0
31,White,Male,HS-grad,Prof-specialty,0
48,White,Male,Masters,Prof-specialty,1
52,Black,Female,Masters,Exec-managerial,0
22,White,Male,HS-grad,Handlers-cleaners,0
18,White,Male,HS-grad,Craft-repair,0
46,White,Female,Some-college,Adm-clerical,0
34,White,Male,Some-college,Protective-serv,0
30,Amer-Indian-Eskimo,Male,HS-grad,Armed-Forces,0
31,White,Male,11th,Other-service,0
21,White,Male,HS-grad,Craft-repair,0
41,White,Male,HS-grad,Sales,0
45,White,Male,Bachelors,Exec-managerial,1
30,White,Male,Bachelors,Adm-clerical,0
21,White,Male,9th,Other-service,0
44,White,Female,Some-college,Sales,0
54,White,Female,11th,Craft-repair,1
36,White,Male,HS-grad,Craft-repair,1
50,White,Male,Bachelors,Exec-managerial,1
26,Black,Female,Bachelors,Prof-specialty,0
47,White,Male,Prof-school,Prof-specialty,0
36,White,Male,HS-grad,Other-service,0
32,Amer-Indian-Eskimo,Male,Some-college,Sales,0
21,White,Female,10th,Other-service,0
30,White,Male,HS-grad,Sales,0
34,White,Female,HS-grad,Priv-house-serv,0
51,White,Male,HS-grad,Craft-repair,0
55,White,Male,10th,Transport-moving,0
43,White,Male,Some-college,Adm-clerical,0
37,Amer-Indian-Eskimo,Male,HS-grad,Handlers-cleaners,0
28,White,Female,Some-college,Exec-managerial,0
39,White,Male,Some-college,Prof-specialty,0
35,White,Male,HS-grad,Craft-repair,0
59,White,Male,Masters,?,0
26,White,Male,HS-grad,Craft-repair,0
68,White,Male,HS-grad,Adm-clerical,0
46,White,Male,Prof-school,Prof-specialty,1
21,White,Male,HS-grad,Other-service,0
23,White,Female,Some-college,Sales,0
17,White,Female,10th,Sales,0
23,White,Female,HS-grad,Other-service,0
34,White,Male,HS-grad,Adm-clerical,0
33,White,Female,Assoc-acdm,Prof-specialty,0
31,White,Male,Assoc-acdm,Transport-moving,0
31,White,Female,Bachelors,?,0
56,White,Male,HS-grad,Sales,0
21,White,Female,HS-grad,Adm-clerical,0
45,Asian-Pac-Islander,Female,HS-grad,Adm-clerical,0
41,White,Male,Bachelors,Exec-managerial,1
26,White,Female,10th,Handlers-cleaners,0
41,White,Female,11th,Other-service,0
46,White,Male,Masters,Exec-managerial,1
47,Asian-Pac-Islander,Female,HS-grad,Adm-clerical,0
43,White,Male,Prof-school,Prof-specialty,1
35,White,Male,HS-grad,Sales,0
44,White,Male,HS-grad,Sales,0
58,White,Male,Bachelors,Exec-managerial,1
25,White,Female,Assoc-acdm,Tech-support,0
44,White,Male,Assoc-voc,Craft-repair,0
57,White,Male,Some-college,Craft-repair,0
24,White,Male,Some-college,Handlers-cleaners,0
38,White,Female,Bachelors,Adm-clerical,0
33,White,Male,7th-8th,Handlers-cleaners,0
25,White,Female,Some-college,Prof-specialty,0
33,White,Male,HS-grad,Machine-op-inspct,1
50,White,Male,Some-college,Protective-serv,1
35,White,Male,HS-grad,Sales,1
36,White,Male,Bachelors,Adm-clerical,1
27,White,Female,Some-college,Other-service,0
22,White,Male,Assoc-voc,Craft-repair,0
30,White,Male,HS-grad,Transport-moving,0
90,White,Female,Masters,Exec-managerial,0
39,Black,Male,HS-grad,Other-service,0
34,White,Male,Bachelors,Prof-specialty,0
39,White,Male,Bachelors,Exec-managerial,1
19,White,Female,Some-college,Other-service,0
19,White,Male,10th,Craft-repair,0
29,White,Male,HS-grad,Craft-repair,0
66,White,Male,Assoc-acdm,Craft-repair,0
38,White,Male,Some-college,Tech-support,0
44,White,Male,5th-6th,Handlers-cleaners,0
34,White,Male,7th-8th,Craft-repair,0
35,White,Female,Assoc-acdm,Exec-managerial,0
29,White,Male,Bachelors,Prof-specialty,0
22,Black,Male,HS-grad,Transport-moving,0
33,White,Male,Some-college,?,0
73,White,Male,Assoc-voc,Prof-specialty,1
35,White,Male,Some-college,Exec-managerial,0
41,White,Male,HS-grad,Handlers-cleaners,0
27,White,Female,Some-college,Other-service,0
25,White,Male,HS-grad,Adm-clerical,0
47,White,Male,Bachelors,Handlers-cleaners,1
36,White,Female,Bachelors,Sales,1
36,White,Female,1st-4th,Other-service,0
25,White,Female,HS-grad,Tech-support,0
37,White,Male,11th,Transport-moving,0
26,White,Male,Bachelors,Tech-support,0
53,White,Male,Some-college,Exec-managerial,0
36,White,Female,Masters,Prof-specialty,0
30,White,Female,Bachelors,Tech-support,1
53,White,Female,Some-college,Other-service,0
37,White,Male,HS-grad,Craft-repair,0
41,White,Male,HS-grad,Craft-repair,0
53,White,Male,Bachelors,Handlers-cleaners,0
23,White,Male,Some-college,Other-service,0
28,White,Male,HS-grad,Farming-fishing,0
53,White,Male,10th,Other-service,0
32,White,Male,HS-grad,Transport-moving,1
33,White,Female,Bachelors,Adm-clerical,0
27,Black,Female,HS-grad,Sales,0
52,White,Male,Assoc-voc,Craft-repair,1
31,White,Male,Some-college,Adm-clerical,0
27,White,Female,Assoc-acdm,Exec-managerial,1
44,White,Female,HS-grad,Handlers-cleaners,0
37,White,Male,Masters,Prof-specialty,0
39,White,Male,HS-grad,Craft-repair,0
18,Black,Female,12th,Sales,0
42,White,Male,HS-grad,Handlers-cleaners,1
49,White,Male,Bachelors,Craft-repair,1
35,Black,Female,HS-grad,Handlers-cleaners,0
43,Asian-Pac-Islander,Male,HS-grad,Transport-moving,0
43,White,Male,Prof-school,Prof-specialty,1
31,White,Male,Some-college,Craft-repair,1
27,White,Male,Bachelors,Other-service,0
46,White,Female,Some-college,Adm-clerical,0
54,White,Male,HS-grad,Sales,0
37,Black,Male,Some-college,Adm-clerical,1
53,White,Male,Some-college,Protective-serv,1
26,Asian-Pac-Islander,Male,Some-college,Adm-clerical,0
59,White,Male,Prof-school,Prof-specialty,1
36,Black,Male,Some-college,Adm-clerical,0
32,White,Male,HS-grad,Machine-op-inspct,1
53,White,Male,Masters,Prof-specialty,1
26,Black,Female,HS-grad,Adm-clerical,0
35,White,Female,HS-grad,Other-service,1
48,Asian-Pac-Islander,Female,HS-grad,Exec-managerial,0
30,Black,Male,Some-college,Handlers-cleaners,0
38,White,Male,12th,Craft-repair,1
58,White,Female,HS-grad,Exec-managerial,1
44,Other,Male,HS-grad,Transport-moving,0
30,White,Female,Assoc-voc,Prof-specialty,0
68,White,Male,HS-grad,Exec-managerial,0
26,Black,Female,Bachelors,Prof-specialty,0
26,White,Female,Bachelors,Prof-specialty,0
41,White,Male,1st-4th,Machine-op-inspct,0
43,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,1
48,White,Male,Bachelors,Exec-managerial,0
55,White,Female,HS-grad,Sales,0
50,Asian-Pac-Islander,Female,Some-college,Exec-managerial,0
41,White,Male,11th,Craft-repair,1
52,White,Male,HS-grad,Sales,0
24,White,Female,HS-grad,?,0
31,White,Male,HS-grad,Craft-repair,1
54,White,Male,Assoc-voc,Protective-serv,1
31,White,Female,Masters,Tech-support,0
31,White,Male,Bachelors,Exec-managerial,1
47,White,Male,HS-grad,Craft-repair,1
40,White,Male,Assoc-voc,Prof-specialty,1
46,White,Female,Some-college,Adm-clerical,0
45,White,Female,HS-grad,Machine-op-inspct,0
39,White,Female,10th,Other-service,0
34,White,Female,Some-college,Adm-clerical,0
48,White,Male,Some-college,?,1
19,White,Female,Some-college,?,0
56,White,Female,Some-college,Adm-clerical,0
47,Other,Female,HS-grad,Prof-specialty,0
35,White,Female,Some-college,Other-service,1
25,White,Male,Some-college,Craft-repair,0
43,White,Female,Bachelors,Prof-specialty,0
59,White,Male,Bachelors,Sales,1
66,White,Male,7th-8th,?,0
63,White,Male,7th-8th,Transport-moving,1
32,White,Female,Some-college,Transport-moving,0
58,White,Female,Bachelors,?,0
43,White,Male,Assoc-voc,Exec-managerial,1
27,White,Female,HS-grad,Adm-clerical,0
21,White,Male,12th,Handlers-cleaners,0
44,White,Male,Some-college,Exec-managerial,1
40,White,Male,HS-grad,Craft-repair,0
65,White,Female,HS-grad,Adm-clerical,0
50,White,Male,Some-college,Adm-clerical,1
18,White,Male,HS-grad,?,0
51,White,Male,Masters,Prof-specialty,1
44,Black,Female,Some-college,Adm-clerical,0
20,White,Female,Some-college,Sales,0
29,White,Male,Assoc-voc,Exec-managerial,0
50,White,Male,Assoc-voc,Craft-repair,1
50,White,Male,HS-grad,Exec-managerial,1
43,White,Male,10th,Adm-clerical,0
23,White,Female,Bachelors,Tech-support,0
41,White,Male,HS-grad,Transport-moving,0
30,White,Female,Some-college,?,0
58,White,Male,Bachelors,Farming-fishing,0
50,White,Male,Assoc-voc,Prof-specialty,0
37,White,Male,Bachelors,Craft-repair,1
21,White,Male,HS-grad,Farming-fishing,0
33,White,Female,HS-grad,Sales,0
52,White,Female,Some-college,Adm-clerical,0
47,White,Male,HS-grad,Transport-moving,0
45,White,Male,Bachelors,Sales,1
34,White,Male,Some-college,Craft-repair,1
39,White,Male,Some-college,Sales,1
31,White,Female,Some-college,Other-service,0
19,White,Male,Some-college,?,0
45,White,Female,Some-college,Tech-support,0
45,White,Male,Assoc-voc,Protective-serv,0
34,White,Male,HS-grad,Machine-op-inspct,0
27,Asian-Pac-Islander,Male,11th,Sales,0
37,White,Female,HS-grad,Sales,0
20,Black,Female,HS-grad,Adm-clerical,0
32,White,Male,Bachelors,Exec-managerial,1
24,White,Male,1st-4th,Handlers-cleaners,0
39,White,Male,HS-grad,Handlers-cleaners,0
18,White,Female,Some-college,Sales,0
62,White,Male,Some-college,Farming-fishing,0
24,White,Female,Bachelors,Exec-managerial,0
37,White,Male,HS-grad,Transport-moving,0
46,White,Female,Bachelors,Adm-clerical,0
44,White,Male,HS-grad,Craft-repair,0
53,White,Male,HS-grad,Sales,1
25,White,Male,Bachelors,Handlers-cleaners,0
44,White,Male,Prof-school,Machine-op-inspct,0
24,White,Male,Bachelors,Sales,0
61,White,Male,HS-grad,Transport-moving,0
45,White,Female,Masters,Prof-specialty,0
33,White,Male,Some-college,Craft-repair,0
48,White,Male,Bachelors,Prof-specialty,1
26,Amer-Indian-Eskimo,Male,HS-grad,Handlers-cleaners,0
40,Black,Female,HS-grad,?,0
68,White,Male,Bachelors,Sales,1
24,White,Female,HS-grad,Protective-serv,0
25,White,Male,Bachelors,?,0
31,White,Female,Bachelors,Prof-specialty,0
55,White,Female,Some-college,Other-service,0
46,White,Female,Assoc-acdm,Sales,0
58,White,Male,Bachelors,Exec-managerial,0
56,White,Female,HS-grad,Other-service,0
45,White,Male,Bachelors,Adm-clerical,1
24,White,Male,Bachelors,Exec-managerial,1
35,Asian-Pac-Islander,Male,HS-grad,Farming-fishing,0
51,White,Male,HS-grad,Tech-support,1
47,White,Male,Prof-school,Prof-specialty,1
17,White,Female,11th,Adm-clerical,0
21,Black,Female,10th,Prof-specialty,0
45,White,Female,Bachelors,Prof-specialty,1
42,White,Male,HS-grad,Sales,1
56,Black,Female,12th,Other-service,0
39,White,Male,HS-grad,Handlers-cleaners,0
31,Other,Female,7th-8th,Machine-op-inspct,0
20,White,Male,Some-college,Tech-support,0
